amph	1841	2669	2comma3comma4comma5-Tetramethoxyamphetamine
amph	1842	2670	2comma3-dimethoxy-4comma5-methylenedioxyamphetamine
amph	1843	2671	2comma3-methylenedioxyamphetamine
phen	1844	2672	2-(4-bromo-2comma5-dimethoxyphenyl)-n-(2-methoxybenzyl)ethanamine
amph	1845	2673	2comma5-dimethoxy-4-butylamphetamine
amph	1846	2674	2comma5-dimethoxy-4-chloroamphetamine
amph	1847	2675	2comma5-dimethoxy-4-ethoxyamphetamine
amph	1848	2676	2comma5-dimethoxy-4-ethylamphetamine
amph	1849	2677	2comma5-dimethoxy-4-fluoroamphetamine
amph	1850	2678	2comma5-dimethoxy-4-propylamphetamine
amph	1851	2679	2comma5-dimethoxy-4-trifluoromethylamphetamine
phen	1853	2680	n-(2-fluorobenzyl)-2-(4-iodo-2comma5-dimethoxyphenyl)ethanamine
phen	1854	2681	2-({[2-(4-iodo-2comma5-dimethoxyphenyl)ethyl]amino}methyl)phenol
phen	1855	2682	2-(4-iodo-2comma5-dimethoxyphenyl)-n-(2-methoxybenzyl)ethanamine
tryp	1856	2683	2commaalpha-dimethyltryptamine
amph	1857	2684	2-bromo-4comma5-methylenedioxyamphetamine
tryp	1858	2685	2-bromo-lsd
phen	1859	2686	4-bromo-2comma5-dimethoxy-1-benzylpiperazine
phen	1860	2687	n-[[(7r)-3-bromo-2comma5-dimethoxy-7-bicyclo[4.2.0]octa-1comma3comma5-trienyl]methyl]-1-(2-methoxyphenyl)methanamine
phen	1861	2688	2comma5-dimethoxy-4-chlorophenethylamine
phen	1862	2689	2-(4-chloro-2comma5-dimethoxyphenyl)-n-(2-methoxybenzyl)ethanamine
phen	1864	2690	2comma5-dimethoxy-4-fluorophenethylamine
phen	1865	2691	2comma5-dimethoxy-3comma4-dimethylphenethylamine
phen	1866	2692	2comma5-dimethoxyphenethylamine
phen	1867	2693	2comma5-dimethoxy-4-nitrophenethylamine
phen	1868	2694	2comma5-dimethoxy-4-(i)-propoxyphenethylamine
phen	1869	2695	2comma5-dimethoxy-4-(n)-propylphenethylamine
phen	1870	2696	2comma5-dimethoxy-4-methylseleneophenethylamine
phen	1871	2697	2comma5-dimethoxy-4-(2-methoxyethylthio)phenethylamine
phen	1872	2698	2comma5-dimethoxy-4-cyclopropylthiophenethylamine
phen	1873	2699	2comma5-dimethoxy-4-(s)-butylthiophenethylamine
phen	1876	2700	2comma5-dimethoxy-4-(i)-propylthiophenethylamine
phen	1877	2701	2comma5-dimethoxy-4-(t)-butylthiophenethylamine
